-0.280438	-0.750407
-0.270438	7.91911
-0.260438	12.4553
-0.250438	13.8175
-0.240438	12.9652
-0.230438	10.8578
-0.220438	8.53095
-0.210438	8.9278
-0.200438	9.46497
-0.190438	9.32967
-0.180438	8.0663
-0.170438	9.04998
-0.160438	8.32831
-0.150438	5.45842
-0.140438	4.75188
-0.130438	6.94035
-0.120438	7.35164
-0.110438	6.16908
-0.100438	5.94558
-0.090438	5.97405
-0.080438	3.1237
-0.070438	2.79347
-0.060438	0.649533
-0.050438	-0.446082
-0.040438	-2.3812
-0.030438	0.0234908
-0.020438	-0.000704814
-0.010438	-0.527077
-0.000438	-0.176908
0.009562	-0.946891
0.019562	-2.67269
0.029562	-1.7569
0.039562	-1.81707
0.049562	-2.43063
0.059562	-2.62795
0.069562	-0.433754
0.079562	1.82567
0.089562	1.61084
0.099562	2.4667
0.109562	2.13582
0.119562	2.47016
0.129562	2.36371
0.139562	0.619817
0.149562	-1.76641
0.159562	-2.26803
0.169562	-2.34685
0.179562	-1.15564
0.189562	-1.87776
0.199562	-2.90834
0.209562	-3.67879
0.219562	-4.34817
0.229562	-4.87417
0.239562	-5.24609
0.249562	-2.45492
0.259562	-0.604687
0.269562	0.894193
0.279562	2.31905
0.289562	2.59395
0.299562	1.27205
0.309562	-0.772469
0.319562	-3.05816
0.329562	-3.16152
0.339562	-3.83277
0.349562	-2.80337
0.359562	-3.09808
0.369562	-3.99278
0.379562	-5.51377
0.389562	-4.07591
0.399562	-4.63396
0.409562	-5.96455
0.419562	-6.64644
0.429562	-3.64717
0.439562	-2.78832
0.449562	-1.99503
0.459562	-0.285524
0.469562	-0.326767
0.479562	-0.334129
0.489562	-0.272025
0.499562	-0.395567
0.509562	0.214723
0.519562	0.642285
0.529562	3.94344
0.539562	6.12197
0.549562	7.14606
0.559562	7.7634
0.569562	9.61849
0.579562	10.1737
0.589562	10.5148
0.599562	10.3922
0.609562	10.4685
0.619562	10.5835
0.629562	10.6971
0.639562	9.72915
0.649562	11.4037
0.659562	9.71819
0.669562	9.33766
0.679562	6.25576
0.689562	5.61855
0.699562	3.02863
0.709562	2.31016
0.719562	2.78143
0.729562	2.6193
0.739562	3.90088
0.749562	6.4759
0.759562	5.60642
0.769562	5.05981
0.779562	3.60758
0.789562	5.17644
0.799562	3.44644
0.809562	3.01828
0.819562	2.63955
0.829562	2.95793
0.839562	2.28164
0.849562	0.737116
0.859562	-0.952666
0.869562	1.90473
0.879562	3.80852
0.889562	6.02386
0.899562	5.47181
0.909562	4.77911
0.919562	5.99827
0.929562	5.82674
0.939562	2.34095
0.949562	-0.720865
0.959562	-1.25954
0.969562	0.870345
0.979562	0.564646
0.989562	-0.285093
0.999562	0.568802
1.00956	0.0722798
1.01956	1.80302
1.02956	2.00416
1.03956	0.492815
1.04956	-0.320484
1.05956	-0.622468
1.06956	-1.11531
1.07956	-1.38567
1.08956	-0.983526
1.09956	0.597567
1.10956	-0.306841
1.11956	0.627263
1.12956	0.347991
1.13956	-0.80523
1.14956	-2.71597
1.15956	-5.22463
1.16956	-4.43709
1.17956	-2.80189
1.18956	-0.203984
1.19956	0.408385
1.20956	0.800853
1.21956	-0.0980773
1.22956	-0.127711
1.23956	-0.151398
1.24956	-1.88857
1.25956	-1.94498
1.26956	-2.1603
1.27956	-2.17053
1.28956	-0.0956907
1.29956	0.812038
1.30956	1.44584
1.31956	0.194495
1.32956	0.652355
1.33956	-0.743887
1.34956	-1.18739
1.35956	-2.46482
1.36956	-4.38855
1.37956	-6.59583
1.38956	-6.37172
1.39956	-6.65277
1.40956	-6.75537
1.41956	-6.2477
1.42956	-6.76895
1.43956	-6.70947
1.44956	-5.31764
1.45956	-6.44743
1.46956	-6.00826
1.47956	-6.67025
1.48956	-6.71955
1.49956	-7.62945
1.50956	-6.42043
1.51956	-4.01191
1.52956	-3.69016
1.53956	-2.10446
1.54956	-0.185498
1.55956	-1.50466
1.56956	-1.4843
1.57956	-2.00461
1.58956	-3.18482
1.59956	-6.26935
1.60956	-6.48323
1.61956	-5.41078
1.62956	-5.66904
1.63956	-5.3191
1.64956	-4.78711
1.65956	-4.49478
1.66956	-3.09092
1.67956	-3.02387
1.68956	-3.15948
1.69956	-5.35418
1.70956	-4.57708
1.71956	-3.13119
1.72956	-4.19627
1.73956	-3.78565
1.74956	-3.31858
1.75956	-2.98832
1.76956	-2.6836
1.77956	-3.22473
1.78956	-4.01249
1.79956	-5.77072
1.80956	-6.5521
1.81956	-6.18286
1.82956	-7.76674
1.83956	-7.3409
1.84956	-8.04049
1.85956	-8.96482
1.86956	-9.31062
1.87956	-8.54854
1.88956	-8.40775
1.89956	-8.85104
1.90956	-7.86408
1.91956	-8.1807
1.92956	-7.64731
1.93956	-5.96784
1.94956	-5.12014
1.95956	-5.94005
1.96956	-5.61839
1.97956	-4.65809
1.98956	-4.55598
1.99956	-4.13841
2.00956	-5.10997
2.01956	-6.95805
2.02956	-5.58856
2.03956	-5.46956
2.04956	-5.62937
2.05956	-6.50402
2.06956	-5.5045
2.07956	-6.18177
2.08956	-5.80274
2.09956	-5.07634
2.10956	-6.79111
2.11956	-7.03122
2.12956	-7.1645
2.13956	-7.49742
2.14956	-6.94835
2.15956	-7.10637
2.16956	-7.31521
2.17956	-8.27047
2.18956	-8.42428
2.19956	-6.80788
2.20956	-8.06633
2.21956	-7.34912
2.22956	-6.22199
2.23956	-4.64796
2.24956	-4.08541
2.25956	-3.7563
2.26956	-3.39173
2.27956	-3.58025
2.28956	-4.40845
2.29956	-4.48104
2.30956	-5.02792
2.31956	-4.06848
2.32956	-3.70093
2.33956	-2.93137
2.34956	-3.72085
2.35956	-3.52475
2.36956	-2.21793
2.37956	-1.68069
2.38956	-2.70888
2.39956	-2.25203
2.40956	-2.17969
2.41956	-2.35461
2.42956	-2.03523
2.43956	-2.84608
2.44956	-4.88166
2.45956	-5.35244
2.46956	-2.46013
2.47956	-0.171243
2.48956	2.02577
2.49956	3.99983
2.50956	3.65191
2.51956	2.41948
2.52956	1.04631
2.53956	-1.02306
2.54956	-3.46092
2.55956	-5.38792
2.56956	-3.5735
2.57956	-3.22979
2.58956	-1.89797
2.59956	-1.55953
2.60956	-1.1681
2.61956	-2.45727
2.62956	-3.02524
2.63956	-2.99495
2.64956	-2.07239
2.65956	-2.06142
2.66956	-1.57629
2.67956	-2.027
2.68956	-2.7935
2.69956	-2.26643
2.70956	-3.54724
2.71956	-3.44169
2.72956	-3.98441
2.73956	-3.90333
2.74956	-2.5973
2.75956	-3.01182
2.76956	-3.28386
2.77956	-1.3341
2.78956	-1.5186
2.79956	-1.66665
2.80956	-2.64767
2.81956	-2.29045
2.82956	-3.64896
2.83956	-5.12454
2.84956	-6.09082
2.85956	-7.25186
2.86956	-8.08997
2.87956	-6.15929
2.88956	-5.62897
2.89956	-5.5278
2.90956	-3.6958
2.91956	-3.18369
2.92956	-2.49511
2.93956	-2.1498
2.94956	-2.42634
2.95956	-2.43081
2.96956	-3.33934
2.97956	-2.93853
2.98956	-2.86339
2.99956	-3.01669
3.00956	-3.4353
3.01956	-4.92423
3.02956	-6.04014
3.03956	-5.77124
3.04956	-5.91677
3.05956	-4.72778
3.06956	-2.45967
3.07956	-0.746343
3.08956	-0.98714
3.09956	-1.70735
3.10956	-4.63789
3.11956	-5.7
3.12956	-6.25588
3.13956	-5.51817
3.14956	-5.08182
3.15956	-3.81338
3.16956	-2.2495
3.17956	-1.95449
3.18956	-3.60145
3.19956	-3.10274
3.20956	-3.02085
3.21956	-0.792567
3.22956	-0.587381
3.23956	-1.15041
3.24956	0.25273
3.25956	-0.179327
3.26956	-0.780859
3.27956	-0.991262
3.28956	-1.66251
3.29956	-1.75131
3.30956	-3.37176
3.31956	-4.01034
3.32956	-5.53518
3.33956	-7.59909
3.34956	-5.75324
3.35956	-6.31388
3.36956	-4.99156
3.37956	-4.40427
3.38956	-5.5917
3.39956	-3.9072
3.40956	-4.53793
3.41956	-2.83496
3.42956	-0.615276
3.43956	1.34908
3.44956	5.02832
3.45956	5.9039
3.46956	5.91753
3.47956	3.99078
3.48956	1.12284
3.49956	0.86091
3.50956	0.548331
3.51956	1.0239
3.52956	0.206547
3.53956	-0.0957268
3.54956	1.3045
3.55956	1.42005
3.56956	0.168955
3.57956	1.88911
3.58956	1.44609
3.59956	1.91943
3.60956	4.1224
3.61956	3.66025
3.62956	1.75489
3.63956	1.31561
3.64956	-0.644211
3.65956	-2.32793
3.66956	-3.62202
3.67956	-1.74761
3.68956	-4.27849
3.69956	-3.87842
3.70956	-2.7983
3.71956	-1.34432
3.72956	1.48063
3.73956	4.05551
3.74956	3.22111
3.75956	4.72473
3.76956	6.2143
3.77956	6.758
3.78956	5.11351
3.79956	4.9271
3.80956	4.98578
3.81956	6.17725
3.82956	9.26341
3.83956	10.5076
3.84956	11.5581
